"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"409","103","5606","[神獣使い]","サマナー スキルレベル +[3~4]","50","68","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","",""
"658","103","5611","[ガンマン]","マスケッティア スキルレベル +1","0","25","●","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","●"
"659","103","5612","[スナイパー]","マスケッティア スキルレベル +2","0","45","●","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","●"
"660","103","5613","[拳銃王]","マスケッティア スキルレベル +[3~4]","0","70","●","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","",""
"410","103","5701","[姫]","プリンセス スキルレベル +1","100","20","●","","●","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"411","103","5702","[王妃]","プリンセス スキルレベル +2","100","40","●","","●","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"412","103","5703","[女帝]","プリンセス スキルレベル +[3~4]","50","65","●","","●","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"413","103","5704","[修行中]","リトルウィッチ スキルレベル +1","100","21","●","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","●"
"414","103","5705","[アイドル]","リトルウィッチ スキルレベル +2","100","41","●","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","●"
"415","103","5706","[大スター]","リトルウィッチ スキルレベル +[3~4]","50","66","●","","","●","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","●","","","","","","",""
"689","103","5711","[錬金術師]","アルケミスト スキルレベル +1","0","25","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","●"
"690","103","5712","[大錬金術師]","アルケミスト スキルレベル +2","0","45","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","●"
"691","103","5713","[王国錬金術師]","アルケミスト スキルレベル +[3~4]","0","70","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","",""
"416","103","5801","[交霊術士]","ネクロマンサー スキルレベル +1","100","25","","●","","","","","","","","","●","","","","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","","","●","●","","●","","","","","","","","","","","","","","","","","","","●"
"417","103","5802","[死霊術師]","ネクロマンサー スキルレベル +2","100","45","","●","","","","","","","","","●","","","","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","","","●","●","","●","","","","","","","","","","","","","","","","","","","●"
"418","103","5803","[神霊術師]","ネクロマンサー スキルレベル +[3~4]","50","70","","●","","","","","","","","","●","","","","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","","","●","●","","●","","","","","","","","","","","","","","","","","","",""
"419","103","5804","[小悪魔]","悪魔 スキルレベル +1","100","25","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","●"
"420","103","5805","[魔人]","悪魔 スキルレベル +2","100","45","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","","●"
"421","103","5806","[魔王]","悪魔 スキルレベル +[3~4]","50","70","●","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","","","","",""
"880","103","5811","[若船長]","キャプテン スキルレベル +1","100","25","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","●","●"
"881","103","5812","[船長]","キャプテン スキルレベル +2","100","45","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","●","●"
"882","103","5813","[大海賊]","キャプテン スキルレベル +[3~4]","50","70","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","●",""
"422","104","5901","[達人]","スキルレベル+1","100","30","●","","●","","","","●","","","●","●","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"423","104","5902","[名手]","スキルレベル+2","100","50","●","","●","","","","","","","","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"424","104","5903","[大家]","スキルレベル+3","50","75","●","","●","","","","","","","","","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425","104","5904","[RED STONE]","スキルレベル+[4~5]","25","100","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"551","104","5905","[RED STONE DX]","スキルレベル+[4~6]","10","300","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"632","104","5906","[RED STONE ULT]","スキルレベル+[5~7]","10","400","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"693","104","30030","[名匠の]","スキルレベル+2","100","0","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"869","104","30050","[探求的な]","スキルレベル+3","100","0","●","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"924","104","30079","[ガスピル]","スキルレベル+8","100","0","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426","105","6101","[応急処置]","攻撃を受けると10％の確率でダメージの[25~50]％を応急処置","25","31","","","●","","","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"552","105","6131","[応急処置 DX]","攻撃を受けると10％の確率でダメージの[50~65]％を応急処置","10","181","","","●","","","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"633","105","6141","[応急処置 ULT]","攻撃を受けると10％の確率でダメージの[65~75]％を応急処置","10","281","","","●","","","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"427","106","6102","[変身速度]","武器交換速度 +[35~80]％","100","3","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"553","106","6132","[変身速度 DX]","武器交換速度 +[80~150]％","50","153","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"634","106","6142","[変身速度 ULT]","武器交換速度 +[100~200]％","50","253","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"428","107","6103","[HP回復]","HP回復  +([5~10]/10秒)","25","39","●","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"554","107","6133","[HP回復 DX]","HP回復  +([10~15]/10秒)","10","239","●","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"635","107","6143","[HP回復 ULT]","HP回復  +([15~30]/10秒)","10","339","●","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"429","108","6105","[復活確率]","復活 [5~8]％","100","25","●","","●","●","","","","","","●","","","","●","","","","","●","","","●","●","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"430","109","6106","[不可視Lv1]","ブラー","100","77","●","","●","","●","","","","","●","","","","●","","","","","●","","","●","●","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"431","110","6107","[不可視Lv2]","透明","100","88","","","","","","","","","","","","","","●","","","","","●","","","","","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"432","111","6108","[浮遊]","空中浮遊","100","32","","","","","","","","","","","","","●","","","","","","●","","","●","","","","","●","","","","●","","","●","","●","","","","","","●","","●","","","","","●","","","●","","","","●"
"433","112","6109","[魔法弾丸]","魔法弾丸","100","22","","","","","","●","","","","","","","","","","","","●","","","","","","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","",""
"434","113","6110","[無限弾丸]","無限弾丸","100","27","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","●","","","","","●","","",""
"435","113","6111","[永久弾]","無限弾丸","100","37","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","●","","","","","","","","●","","","","","●","","",""
"436","114","6112","[ターゲット回避]","先攻されない","100","46","","","●","","●","","","","","","","●","","●","","","","","●","","","","●","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"437","115","6113","[魔具入手Lv1]","魔法アイテムドロップ確率 +[5~10]％","75","79","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"438","115","6114","[魔具入手Lv2]","魔法アイテムドロップ確率 +[11~15]％","50","89","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","●","●","","●","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","●"
"439","115","6115","[魔具入手Lv3]","魔法アイテムドロップ確率 +[16~20]％","25","99","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","●","●","","●","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","",""
"555","115","6134","[魔具入手Lv1 DX]","魔法アイテムドロップ確率 +[20~25]％","10","299","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"636","115","6144","[魔具入手Lv1 ULT]","魔法アイテムドロップ確率 +[25~35]％","10","399","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"932","115","30087","[ロングッシュ]","魔法アイテムドロップ確率 +80％","100","0","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440","116","6116","[レア入手Lv1]","ユニークアイテムドロップ確率 +[5~10]％","75","98","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"441","116","6117","[レア入手Lv2]","ユニークアイテムドロップ確率 +[11~15]％","50","0","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","●","●","","●","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","●"
"442","116","6118","[レア入手Lv3]","ユニークアイテムドロップ確率 +[16~20]％","25","100","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","●","●","","●","●","","","","","","","","●","","","","","","","","","","","","","","","","","","","","",""
"556","116","6135","[レア入手Lv1 DX]","ユニークアイテムドロップ確率 +[20~25]％","50","300","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"952","116","6145","[考古学の]","ユニークアイテムドロップ確率 +[30~35]％","50","400","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"933","116","30088","[ジョン・マルコ]","ユニークアイテムドロップ確率 +60％","100","0","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443","117","6120","[リロード速度]","アイテムリロードタイム -[50~90]％","80","2","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"557","117","6136","[リロード DX]","アイテムリロードタイム -[90~95]％","50","152","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","●","","●","●","","","","●","","","●","","●","","●"
"637","117","6146","[リロード ULT]","アイテムリロードタイム -[95~99]％","50","252","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","●","","●","●","","","","●","","","●","","●","","●"
"444","118","6121","[自動リロード]","アイテム自動リロード","100","14","●","●","●","●","●","●","●","●","●","●","●","●","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"558","128","20001","[スキルLv1 EX]","スキル難易度1以下のスキルレベルが [1~3]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"559","128","20002","[スキルLv2 EX]","スキル難易度2以下のスキルレベルが [1~4]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"560","128","20003","[スキルLv3 EX]","スキル難易度3以下のスキルレベルが [1~5]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"561","128","20004","[スキルLv4 EX]","スキル難易度4以下のスキルレベルが [1~6]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"562","128","20005","[スキルLv5 EX]","スキル難易度4以下のスキルレベルが [5~10]増加する。","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"563","129","20011","[サマナーLv1 EX]","召喚獣のすべてのステータスが [10~20]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"564","129","20012","[サマナーLv2 EX]","召喚獣のすべてのステータスが [20~40]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"565","129","20013","[サマナーLv3 EX]","召喚獣のすべてのステータスが [40~80]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"566","129","20014","[サマナーLv4 EX]","召喚獣のすべてのステータスが [80~160]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"567","129","20015","[サマナーLv5 EX]","召喚獣のすべてのステータスが [160~320]増加","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"568","130","20021","[ペットLv1 EX]","[10~20]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"569","130","20022","[ペットLv2 EX]","[20~30]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"570","130","20023","[ペットLv3 EX]","[30~40]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"571","130","20024","[ペットLv4 EX]","[40~50]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"572","130","20025","[ペットLv5 EX]","[50~60]％のペット経験値ボーナス","0","0","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
"704","145","30041","[魔力の]","魔法ダメージを [40~50]％ 強化させる。","10","250","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"864","145","30045","[ネルバ]","魔法ダメージを 70％ 強化させる。","100","0","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"953","145","30089","[魔神の]","魔法ダメージを [55~65]％ 強化させる。","50","400","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"705","184","30042","[痛烈の]","物理致命打ダメージ [15~20]％ 増加","50","200","","","","","","","●","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"865","184","30046","[ホーク]","物理致命打ダメージ 40％ 増加","100","0","","","","","","","●","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"954","184","30090","[鋭い]","物理致命打ダメージ [25~35]％ 増加","50","400","","","","","","","●","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"706","319","30043","[忍耐の]","フィールドのステータス低下に対する抵抗 [8~10]％ 増加","50","195","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"866","319","30047","[エステル]","フィールドのステータス低下に対する抵抗 15％ 増加","100","0","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"955","319","30091","[辛苦の]","フィールドのステータス低下に対する抵抗 [11~13]％ 増加","50","400","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"707","320","30044","[剛断の]","フィールドの属性最大値制限に対する抵抗 [8~10]％ 増加","50","195","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"867","320","30048","[ベリータ]","フィールドの属性最大値制限に対する抵抗 15％ 増加","100","0","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"956","320","30092","[堅実な]","フィールドの属性最大値制限に対する抵抗 [11~13]％ 増加","50","400","","●","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"522","345","1553","[薬回復Lv1 DX]","ポーション回復速度 +[301~400]％増加","50","180","●","","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"603","345","1563","[薬回復Lv1 ULT]","ポーション回復速度 +[351~450]％増加","50","280","●","","","●","●","●","●","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"883","857","50001","[圧倒的な]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"884","857","50002","[強打の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"885","857","50003","[熱狂的な]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"886","857","50004","[崩しの]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"887","857","50005","[超越の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"888","857","50006","[巧みな]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"889","857","50007","[庇護の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"890","857","50008","[交感の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"891","857","50009","[指揮の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"892","857","50010","[抵抗の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"893","857","50011","[鈍感の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"894","857","50012","[再生の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"895","857","50013","[克服の]","セットオプション","100","150","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"896","857","50014","[狂暴の]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"897","857","50015","[節制の]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"898","857","50016","[極意の]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"899","857","50017","[渇きの]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"900","857","50018","[信義の]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"901","857","50019","[耐性の]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"902","857","50020","[恩寵の]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"903","857","50021","[武装の]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
"904","857","50022","[迅速の]","セットオプション","100","50","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●",""
