"id","name","type","begin_year","begin_month","begin_day","end_year","end_month","end_day","str_unknown1","unknown1","str_unknown2","unknown2_0","unknown2_1","unknown2_2","unknown2_3","str_progress","unknown2_69","unknown2_70","unknown2_71","unknown2_72","has_extra","unknown2_74","unknown2_75","unknown2_76","unknown2_77","unknown2_78","unknown2_79","text1","text2","text3","text4","text5","text6","extra_0","extra_1","extra_2","extra_3","extra_4","extra_5","extra_6","extra_7","extra_8","extra_9","extra_10","extra_11","extra_12","extra_13","extra_14","extra_15"
"1186","懸賞付き指名手配 - 左足のダディー","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 165;
npc 165 '左足のダディー';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>左足のダディー<n>の討伐依頼があった。主な出没地は小さい傭兵墓 B1。左足のダディーを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>左足のダディー<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1187","懸賞付き指名手配 - 暴走ゴレーム","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 242;
npc 242 '暴走ゴレーム';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>暴走ゴレーム<n>の討伐依頼があった。主な出没地はスウェブタワー 11F。暴走ゴレームを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>暴走ゴレーム<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1188","懸賞付き指名手配 - 流血のファイク","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 385;
npc 385 '流血のファイク';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>流血のファイク<n>の討伐依頼があった。主な出没地はフォーリン望楼地下。流血のファイクを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>流血のファイク<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1189","懸賞付き指名手配 - 捕食者ラフォン","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 363;
npc 363 '捕食者ラフォン';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>捕食者ラフォン<n>の討伐依頼があった。主な出没地は暴かれた納骨堂 B6。捕食者ラフォンを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会によって懸賞付き指名手配となったモンスター <c:GOLDYELLOW>捕食者ラフォン<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1190","懸賞付き指名手配 - 暗殺者エルオーン","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 338;
npc 338 '暗殺者エルオーン';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>暗殺者エルオーン<n>の討伐依頼があった。主な出没地はダークエルフ王宮 2F。暗殺者エルオーンを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>暗殺者エルオーン<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1191","懸賞付き指名手配 - 大盗賊フランク","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 290;
npc 290 '大盗賊フランク';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>大盗賊フランク<n>の討伐依頼があった。主な出没地は呪いを受けたミズナの洞窟 / 宝玉の部屋。大盗賊フランクを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>大盗賊フランク<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1192","懸賞付き指名手配 - 守護者フォリー","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 293;
npc 293 '守護者フォリー';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>守護者フォリー<n>の討伐依頼があった。主な出没地は名も無い遺跡 B1。守護者フォリーを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>守護者フォリー<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1193","懸賞付き指名手配 - 猿王バット","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 429;
npc 429 '猿王バット';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>猿王バット<n>の討伐依頼があった。主な出没地はガルカス悪魔軍集結地 B1。猿王バットを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>猿王バット<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1194","懸賞付き指名手配 - 永劫のファントム","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 473;
npc 473 '永劫のファントム';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>永劫のファントム<n>の討伐依頼があった。主な出没地は時の森。永劫のファントムを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>永劫のファントム<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1195","懸賞付き指名手配 - 闇魔導師ラオール","0","0","0","0","0","0","0","","5","協会任務担当官","0","0","0","0","","511","15","0","255","0","0","0","0","0","0","0","field 494;
npc 494 '闇魔導師ラオール';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>闇魔導師ラオール<n>の討伐依頼があった。主な出没地は神秘の洞窟。闇魔導師ラオールを討伐し、冒険家協会に戻ろう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会により懸賞付き指名手配となったモンスター <c:GOLDYELLOW>闇魔導師ラオール<n> の討伐を完了した。冒険家協会ブルンネンシュティグ本部の協会任務担当官に報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1196","反撃の始まり","0","0","0","0","0","0","0","","0","ネルバ","750","9999","750","9999","","511","15","0","255","0","0","0","0","0","0","0","field 735;
npc 735 'ネルバ';
_codeEnd
ネルバは強化したアイテムの性能を確認するため、ストレンジの欠片が必要だという。ストレンジを倒し、ストレンジの欠片を集めよう。","field 735;
npc 735 'ネルバ';
_codeEnd
ストレンジの欠片を十分集めた。ネルバのところへ戻ろう。","field 735;
monster 735 '汚染された天使';
_codeEnd
性能は確認できたが、さらに赤黒い鉱石が必要だそうだ。汚染された天使を倒して赤黒い鉱石を採取しよう。","field 735;
npc 735 'ネルバ';
_codeEnd
赤黒い鉱石を全て集めた。ネルバのところへ戻ろう。","","","","","","","","","","","","","","","","","",""
"1197","ヴァンパイア討伐","0","0","0","0","0","0","0","","0","キルラ","775","9999","775","9999","","511","15","0","255","0","0","0","0","0","0","0","field 738;
monster 738 'ヴァンパイア';
value 'ヴァンパイア %d / 60匹退治'
_codeEnd
ストレンジに気を取られていた間を狙って、ヴァンパイアたちが正規軍の居住区域を占領したという。深淵の地底湖外郭に討伐に行こう。","field 506;
npc 506 'キルラ';
_codeEnd
ヴァンパイアをすべて討伐した。
キルラに状況を報告しよう。","","","","","","","","","","","","","","","","","","","",""
"1198","犠牲者の捜索","0","0","0","0","0","0","0","","0","イレーネ","800","9999","800","9999","","511","15","0","255","0","0","0","0","0","0","0","field 735;
npc 735 '聖騎士';
_codeEnd
ブラックファイヤー外郭北側に、犠牲となった将兵を捜索している兵士たちがいるらしい。訪ねてみよう。","field 735;
monster 735 '汚染パンプキン'
monster 735 '汚染された天使'
monster 735 '汚染狂魔'
monster 735 '汚染骸骨戦士'
monster 735 '汚染サキュバス'
_codeEnd
ストレンジのせいで、戦場で命を落とした将兵たちの捜索に難航しているようだ。ストレンジと戦闘し、時間を稼いであげよう。","field 735;
npc 735 'イレーネ';
_codeEnd
犠牲となった将兵たちの捜索に成功した。イレーネにところに行き、この事実を報告しよう。","field 737;
npc 737 '聖騎士';
_codeEnd
ブラックファイヤー中心地でも犠牲となった者たちの捜索が行われているという。訪ねてみよう。","field 737;
monster 737 '汚染パンプキン'
monster 737 '汚染地獄狂魔'
monster 737 '汚染斧戦士'
monster 737 '汚染双剣戦士'
monster 737 '汚染ワーカー'
monster 737 '汚染インプ'
monster 737 '汚染ピエンド'
_codeEnd
ストレンジのせいで、戦場で命を落とした将兵たちの捜索に難航しているようだ。兵士たちを助け、ストレンジを倒そう。","field 735;
npc 735 'イレーネ';
_codeEnd
犠牲となった将兵たちの捜索に成功した。イレーネにところに行き、この事実を報告しよう。 ","","","","","","","","","","","","","","","",""
"1199","隠された目的","0","0","0","0","0","0","0","","0","イッスン","800","9999","800","9999","","511","15","0","255","0","0","0","0","0","0","0","field 735;
field 737;
_codeEnd
イッスンは今後、悪魔が人間に害を及ぼすと考えているようだ。
まずはイッスンの言うとおりブラックファイヤー外郭とブラックファイヤー中心地にある、魔法陣が描かれた建物を探そう。","field 506;
npc 506 'イッスン';
_codeEnd
ブラックファイヤー外郭とブラックファイヤー中心地の主な建物を全て把握した。イッスンに報告しよう。","field 506;
monster 506 '汚染吸血鬼';
field 737;
monster 737 '汚染吸血鬼';
_codeEnd
イッスンはストレンジに汚染された悪魔を利用し、悪魔の弱点を見つけ出そうとしている。悪魔の中でも特に強力な汚染吸血鬼の弱点を把握して欲しいということなので、該当モンスターを退治しよう。","field 506;
npc 506 'イッスン';
_codeEnd
戦闘にて汚染吸血鬼の弱点を把握できた。イッスンに報告しよう。","field 506;
monster 506 '汚染ピエンド';
field 737;
monster 737 '汚染ピエンド';
_codeEnd
イッスンはさらに悪魔の弱点を調べる必要があると言っている。悪魔の中でも特に強力である汚染ピエンドの弱点を把握して欲しいということなので、該当モンスターを退治しよう。","field 506;
npc 506 'イッスン';
_codeEnd
戦闘にて汚染ピエンドの弱点を把握できた。イッスンに報告しよう。","","","","","","","","","","","","","","","",""
"1200","古代悪魔研究所","0","0","0","0","0","0","0","","0","パール","800","9999","800","9999","","511","15","0","255","0","0","0","0","0","0","0","field 739;
npc 739 'アスペロ';
_codeEnd
ストレンジを研究していた悪魔たちが研究所に取り残されたという。研究所に行き彼らの無事を確認しよう。","field 739;
npc 739 'アスペロ';
_codeEnd
研究所で安全に研究が進むよう、研究所内のストレンジを退治しよう。","field 735;
npc 735 'パール';
_codeEnd
彼らは残って研究を続けると言っている。この事実をパールに伝えよう。","","","","","","","","","","","","","","","","","","",""
"1201","白馬討伐隊捜索","0","0","0","0","0","0","0","","0","ユリシス","800","9999","800","9999","","511","15","0","255","0","0","0","0","0","0","0","field 741;
npc 741 'ティアナン';
_codeEnd
各国家重要人物の子弟で構成された白馬討伐隊が行方不明になったという。彼らは荒野の要塞の方に出征したようだ。荒野の要塞を捜索しよう。","field 741;
npc 741 'ネラー';
_codeEnd
幸い、一部白馬討伐隊員を見つけた。
残りの隊員は西南方向に移動したというので、該当区域を調べてみよう。","field 741;
npc 741 'ドミニック';
_codeEnd
他の隊員をみつけた。残りの隊員は古代悪魔研究所の方に移動したというので、該当区域を調べてみよう。","field 742;
npc 742 'アンキス';
_codeEnd
白馬討伐隊全員が生きているという報告を受けた。さらに負傷などで既に死んだと思われた隊員たちも見つけて欲しいと言われた。彼らは荒野の要塞入口北東方向にいると言うので、該当区域を調べてみよう。","field 735;
npc 735 'ユリシス';
_codeEnd
すべての白馬討伐隊員を見つけた。
ユリシスのところに戻り、この状況を報告しよう。","","","","","","","","","","","","","","","","",""
"1202","EMたちの話を聞こう","0","0","0","0","0","0","0","","0","","0","9999","0","9999","","511","15","0","255","0","0","0","0","0","0","0","field 000;
npc 0 'かかしの長';
_codeEnd
 冒険家から毎日殴られるだけの練習用かかしたちが動いた。<c:GREEN>かかしの長<n>はEMたちの実態を明かすため、イベントダンジョンでEMモンスターを退治し、彼らの話を収集してほしいと言っている。

<c:GOLDYELLOW>EMのコメント集【2】<n>の完成率を30パーセント以上にしてみよう。","","","","","","","","","","","","","","","","","","","","",""
"1203","不安定な自我","0","0","0","0","0","0","0","","1","エイドン","50","0","0","0","","64","13","0","223","0","0","0","0","0","0","0","field 20;
monster 20 'ブレイジャー';
item 10 '光が消えた火の精粋'
_codeEnd
 東プラトン街道 / イースタンブリッジ付近にあるオート地下監獄B3の <c:CTPURPLE>ブレイジャー<n>を退治し、<c:GOLDYELLOW>光が消えた火の精粋<n> 10個を獲得しよう。","field 0;
npc 0 'エイドン'
item 10 '光が消えた火の精粋'
_codeEnd
  <c:GOLDYELLOW>光が消えた火の精粋<n>を全て獲得した。古都ブルンネンシュティグの <c:GREEN>エイドン<n>のところに戻ろう。","field 21;
monster 21 'ディムジェスター';
value '退治したディムジェスター%d/5 匹';
_codeEnd
 東プラトン街道 / イースタンブリッジ付近にあるアルパス地下監獄B1の <c:CTPURPLE>ディムジェスター<n> 5匹を倒そう。","field 0;
npc 0 'エイドン'
_codeEnd
  <c:CTPURPLE>ディムジェスター<n>を退治した。古都ブルンネンシュティグの<c:GREEN>エイドン<n>のところに戻ろう。","","","","","","","","","","","","","","","","","",""
"1204","ブラックファイヤー外郭討伐","0","0","0","0","0","0","0","","5","クロロ","900","9999","900","9999","","511","15","0","255","0","0","0","0","0","0","0","field 735;
_codeEnd
ブラックファイヤー外郭でモンスターたちが暴れているという。ブラックファイヤー外郭のモンスターたちを討伐しよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","field 502;
Npc 502 'クロロ';
_codeEnd
モンスターの討伐を終えた。冒険家協会ブルンネンシュティグ本部の <c:GREEN>クロロ<n>を訪ねよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","","","","","","","","","","","","","","","","","","","",""
"1205","ブラックファイヤー隠されたダンジョン討伐","0","0","0","0","0","0","0","","5","クロロ","900","9999","900","9999","","511","15","0","255","0","0","0","0","0","0","0","field 736;
_codeEnd
ブラックファイヤー隠されたダンジョンでモンスターたちが暴れているという。ブラックファイヤー隠されたダンジョンのモンスターたちを討伐しよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","field 502;
Npc 502 'クロロ';
_codeEnd
モンスターの討伐を終えた。冒険家協会ブルンネンシュティグ本部の <c:GREEN>クロロ<n>を訪ねよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","","","","","","","","","","","","","","","","","","","",""
"1206","ブラックファイヤー中心地討伐","0","0","0","0","0","0","0","","5","クロロ","900","9999","900","9999","","511","15","0","255","0","0","0","0","0","0","0","field 737;
_codeEnd
ブラックファイヤー中心地でモンスターたちが暴れているという。ブラックファイヤー中心地のモンスターたちを討伐しよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","field 502;
Npc 502 'クロロ';
_codeEnd
モンスターの討伐を終えた。冒険家協会ブルンネンシュティグ本部の <c:GREEN>クロロ<n>を訪ねよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","","","","","","","","","","","","","","","","","","","",""
"1207","深淵の地底湖外郭討伐","0","0","0","0","0","0","0","","5","クロロ","900","9999","900","9999","","511","15","0","255","0","0","0","0","0","0","0","field 738;
_codeEnd
深淵の地底湖外郭でモンスターたちが暴れているという。深淵の地底湖外郭のモンスターたちを討伐しよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","field 502;
Npc 502 'クロロ';
_codeEnd
モンスターの討伐を終えた。冒険家協会ブルンネンシュティグ本部の <c:GREEN>クロロ<n>を訪ねよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","","","","","","","","","","","","","","","","","","","",""
"1208","古代悪魔研究所討伐","0","0","0","0","0","0","0","","5","クロロ","900","9999","900","9999","","511","15","0","255","0","0","0","0","0","0","0","field 739;
_codeEnd
古代悪魔研究所でモンスターたちが暴れているという。古代悪魔研究所のモンスターたちを討伐しよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","field 502;
Npc 502 'クロロ';
_codeEnd
モンスターの討伐を終えた。冒険家協会ブルンネンシュティグ本部の <c:GREEN>クロロ<n>を訪ねよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","","","","","","","","","","","","","","","","","","","",""
"1209","ブラックファイヤー洞窟討伐","0","0","0","0","0","0","0","","5","クロロ","900","9999","900","9999","","511","15","0","255","0","0","0","0","0","0","0","field 740;
_codeEnd
ブラックファイヤー洞窟でモンスターたちが暴れているという。ブラックファイヤー洞窟のモンスターたちを討伐しよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","field 502;
Npc 502 'クロロ';
_codeEnd
モンスターの討伐を終えた。冒険家協会ブルンネンシュティグ本部の <c:GREEN>クロロ<n>を訪ねよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","","","","","","","","","","","","","","","","","","","",""
"1210","荒野の要塞討伐","0","0","0","0","0","0","0","","5","クロロ","900","9999","900","9999","","511","15","0","255","0","0","0","0","0","0","0","field 741;
_codeEnd
荒野の要塞でモンスターたちが暴れているという。荒野の要塞のモンスターたちを討伐しよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","field 502;
Npc 502 'クロロ';
_codeEnd
モンスターの討伐を終えた。冒険家協会ブルンネンシュティグ本部の <c:GREEN>クロロ<n>を訪ねよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","","","","","","","","","","","","","","","","","","","",""
"1211","荒野の要塞入口討伐","0","0","0","0","0","0","0","","5","クロロ","900","9999","900","9999","","511","15","0","255","0","0","0","0","0","0","0","field 742;
_codeEnd
荒野の要塞入口でモンスターたちが暴れているという。荒野の要塞入口のモンスターたちを討伐しよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","field 502;
Npc 502 'クロロ';
_codeEnd
モンスターの討伐を終えた。冒険家協会ブルンネンシュティグ本部の <c:GREEN>クロロ<n>を訪ねよう。

<c:LTRED>※ 該当クエストは、一度キャンセルすると当日再受託できません。<n>","","","","","","","","","","","","","","","","","","","",""
"1212","ブラックファイヤー制御クエスト","0","0","0","0","0","0","0","","5","","0","0","0","0","","511","35","0","255","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1213","指輪スロットチェック用クエスト","0","0","0","0","0","0","0","","0","クロロ","900","9999","900","9999","","511","3","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"1214","ネフォンクリーチャーとの出会い","0","0","0","0","0","0","0","","0","クリーチャ調査官","100","9999","100","9999","","511","15","0","255","0","0","0","0","0","0","0","field 75;
npc 75 '協会貿易商人';
_codeEnd
冒険家協会員が、盗賊に大事な物を盗まれたと言う。盗賊を追跡するため、やぶ森の協会員を訪ねよう。","field 75;
monster 75 'エルフ戦士';
monster 75 'エルフ暗殺者';
_codeEnd
協会員はエルフのせいで動けない状況だ。周辺のエルフを退治しよう。","field 435;
_codeEnd
協会員の話によれば、盗賊はナラダ平原にいるらしい。盗賊を追跡しよう。","field 435;
monster 435 '盗賊団員';
_codeEnd
盗賊たちを見つけた。周辺の盗賊を倒そう。","field 435;
_codeEnd
他の盗賊たちがやってくる前に、大事な物を取り返そう。","field 502;
_codeEnd
ネフォンクリーチャーのコクーンと、既に目覚めたネフォンクリーチャーを見つけた。冒険家協会まで届けよう。","","","","","","","","","","","","","","","",""
"1215","冒険家レポート２(1)","0","0","0","0","0","0","0","","0","協会任務担当官","1","9999","1","9999","","511","15","0","255","0","0","0","0","0","0","0","field 003;
monster 003 'レッドアイ警備犬';
monster 003 'レッドアイ狂信者';
monster 003 'レッドアイ信奉者';
monster 003 'レッドアイ魔法師';
value '退治したモンスター %d/20体';
_codeEnd
冒険家協会からモンスター討伐についての記録を依頼された。旧レッドアイ研究所　Ｂ１で <c:GOLDYELLOW>モンスター20体を退治<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
モンスター討伐に成功した。冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","",""
"1216","冒険家レポート２(2)","0","0","0","0","0","0","0","","0","協会任務担当官","75","9999","75","9999","","511","15","0","255","0","0","0","0","0","0","0","field 133;
monster 133 'オーガチーフ';
monster 133 'オーガオフィサー';
monster 133 'エルフ暗殺者';
monster 133 'ブラウンベアー';
value '退治したモンスター%d/30体';
_codeEnd
冒険家協会からモンスター討伐についての記録を依頼された。オーガの王窟　Ｂ１で <c:GOLDYELLOW>モンスター30体を退治<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
モンスター討伐に成功した。冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","",""
"1217","冒険家レポート２(3)","0","0","0","0","0","0","0","","0","協会任務担当官","125","9999","125","9999","","511","15","0","255","0","0","0","0","0","0","0","field 139;
monster 139 'ゴブリン';
monster 139 'インプ';
monster 139 'ファミリア';
value '退治したモンスター%d/40体';
_codeEnd
冒険家協会からモンスター討伐についての記録を依頼された。トワイライト滝　Ｂ４で<c:GOLDYELLOW>モンスター40体を退治<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
モンスター討伐に成功した。冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","",""
"1218","冒険家レポート２(4)","0","0","0","0","0","0","0","","0","協会任務担当官","175","9999","175","9999","","511","15","0","255","0","0","0","0","0","0","0","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会から秘密ダンジョン探検についての記録を依頼された。<c:GOLDYELLOW>秘密ダンジョンを2回以上クリア<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","","",""
"1219","冒険家レポート２(5)","0","0","0","0","0","0","0","","0","協会任務担当官","225","9999","225","9999","","511","15","0","255","0","0","0","0","0","0","0","field 492;
monster 492 '変異スパイダー';
monster 492 '湿地洞窟の怪物';
monster 492 'モーロンの手下';
monster 492 'モーロン召喚獣';
monster 492 'モーロンの弟子';
monster 492 'モーロン実験体';
value '退治したモンスター%d/50体';
_codeEnd
冒険家協会からモンスター討伐についての記録を依頼された。ラカリフサ北の洞窟で <c:GOLDYELLOW>モンスター50体を退治<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
モンスター討伐に成功した。冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","",""
"1220","冒険家レポート２(6)","0","0","0","0","0","0","0","","0","協会任務担当官","275","9999","275","9999","","511","15","0","255","0","0","0","0","0","0","0","field 250;
monster 250 'レッドアイ所員';
monster 250 'レッドアイ幹部';
monster 250 '改造人間';
value '退治したモンスター%d/60体';
_codeEnd
冒険家協会からモンスター討伐についての記録を依頼された。スウェブタワー 19Fで <c:GOLDYELLOW>モンスター60体を退治<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
モンスター討伐に成功した。冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","",""
"1221","冒険家レポート２(7)","0","0","0","0","0","0","0","","0","協会任務担当官","325","9999","325","9999","","511","15","0","255","0","0","0","0","0","0","0","field 229;
monster 229 'リザードキリング';
monster 229 'リザードトルーパ';
monster 229 'ホーンド';
monster 229 '堕落のベルセルク';
monster 229 '混乱のベルセルク';
monster 229 '狂乱のベルセルク';
value '退治したモンスター %d/70匹';
_codeEnd
冒険家協会からパーティーボスモンスター討伐についての記録を依頼された。スウェブタワー　Ｂ３で<c:GOLDYELLOW>モンスター70匹を退治<n>し、冒険家協会ブルンネンシュティグ本部にいる協会任務担当を訪ねよう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
モンスター退治に成功した。冒険家協会ブルンネンシュティグ本部にいる協会任務担当を訪ねよう。","","","","","","","","","","","","","","","","","","","",""
"1222","冒険家レポート２(8)","0","0","0","0","0","0","0","","0","協会任務担当官","375","9999","375","9999","","511","15","0","255","0","0","0","0","0","0","0","field 224;
monster 224 'マゴット';
monster 224 'ラルヴァ';
monster 224 'クローラー';
monster 224 'ブランダー';
value '退治したモンスター%d/70体';
_codeEnd
冒険家協会からモンスター討伐についての記録を依頼された。スウェブタワー　Ｂ８で <c:GOLDYELLOW>モンスター70体を退治<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","field 502;
npc 502 '協会任務担当官';
_codeEnd
モンスター討伐に成功した。冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","",""
"1223","冒険家レポート２(9)","0","0","0","0","0","0","0","","0","協会任務担当官","425","9999","425","9999","","511","15","0","255","0","0","0","0","0","0","0","field 221;
monster 221 'オーガ';
monster 221 'オーガチーフ';
monster 221 'オーガソルジャー';
monster 221 'クリーパー';
monster 221 'ウルフ';
value '退治したモンスター%d/80体';
_codeEnd
冒険家協会からモンスター討伐についての記録を依頼された。スウェブタワーB11で <c:GOLDYELLOW>モンスター80体を退治<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。
","field 502;
npc 502 '協会任務担当官';
_codeEnd
モンスター討伐に成功した。冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","",""
"1224","冒険家レポート２(10)","0","0","0","0","0","0","0","","0","協会任務担当官","475","9999","475","9999","","511","15","0","255","0","0","0","0","0","0","0","field 502;
npc 502 '協会任務担当官';
_codeEnd
冒険家協会から秘密ダンジョン探検についての記録を依頼された。<c:GOLDYELLOW>秘密ダンジョンを2回以上クリア<n>した後、冒険家協会ブルンネンシュティグ本部にいる協会任務担当官を訪ねよう。","","","","","","","","","","","","","","","","","","","","",""
